config,phi,T2x,THs,THd,th,eheat,aOHC,Lthx,lgla0,Ggla1,Ggla3,ggla,lgis0,Lgis1,Lgis3,Lais_smb,lais0,aais,k_toc,vgx,ggx,To,bdic,gdic,npp0,vfire,vharv,vmort,vstab,vrh1,vrh23,apass,bnpp,anpp,gnpp,bfire,gfire,brh,grh,ka,ga,k_tth,Cfr0,CO2pi,Lgla,Lais,tgla,tgis,tais,adic,aoc_1,aoc_2,aoc_3,aoc_4,aoc_5,toc_1,toc_2,toc_3,toc_4,toc_5,vrh3,aLST,grt1,grt2,krt,amin,vthaw,vfroz,ath_1,ath_2,ath_3,tth_1,tth_2,tth_3,aCO2,k_pH,T2x0
1408,5.1081715,4.990706,6.913011,151.0883,0.48898518,1.0548555,0.9164769,1.9479995,0.30141875,0.34160495,0.00975803,0.14777735,0.3244181,160.56802,7.4144177,0.23892039,0.022099579,0.006923984,0.9112936,0.14503956,0.020090833,18.692389,0.8540768,0.026466522,44.726913,0.0060662073,0.00043765132,0.106458604,0.2534762,0.40328348,0.022860717,0.6266414,1.1768968,0.34657264,-0.047337517,-0.21022439,0.1205901,0.98679763,0.010300703,1.5699238,0.149058,2.2359865,692.4201,284.37405,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1409,6.0710025,2.963821,8.09655,93.74149,0.42614892,1.6898446,0.8958891,2.3231113,0.15804526,0.42518446,0.02510578,0.04217161,0.57925475,80.04344,6.1584964,0.43799937,0.088193245,0.009433236,0.89017105,0.21865954,-0.0075850263,17.386072,0.90516853,0.04886357,41.989616,0.0075966716,0.0019033485,0.102891974,0.08785357,0.059780516,0.035104394,0.7729146,1.4891961,0.13810417,-0.026026685,-0.006874956,-0.03779705,1.9796965,0.044543993,6.3650603,0.09455351,0.56768674,571.0005,274.49606,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1410,5.6423807,3.1859007,8.275468,62.82622,0.8256335,1.7230943,0.9095329,1.668708,0.42618984,0.37082866,0.030488573,0.016555313,0.62571317,43.305374,5.190335,0.34954306,0.0037035795,0.0058528637,0.86091816,0.1285383,-0.0036791544,17.948387,0.88774025,0.051452834,41.756138,0.0057833027,0.0054171626,0.10344617,0.14261524,0.06561031,0.031010237,0.47267044,1.1050494,0.80627644,-0.022643467,-0.07548195,0.13612778,0.55558044,0.0075478065,3.5742195,0.13851345,3.2357142,535.8405,275.3365,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1411,5.557748,2.8811426,8.347827,165.55467,0.7356994,1.6369512,0.9097722,1.8496972,0.24426484,0.34191972,0.010464705,0.16769555,0.14566512,199.84222,5.0708876,0.3054552,0.050320055,-0.0008347321,0.633724,0.20372812,-0.016573561,18.454756,0.7558503,0.042359855,40.849567,0.008895607,0.0043310993,0.11189817,0.24671102,0.29591125,0.011995102,0.723769,1.2037815,0.3628207,0.015822161,-0.28011164,0.019777626,1.6776904,0.057742897,0.60716575,0.11540423,0.20262566,631.25793,280.23444,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1412,4.6309714,3.1599214,7.1246514,160.22572,0.8643281,1.1450645,0.9235968,1.4615431,0.28617117,0.33867782,0.051589504,0.041311547,0.060376067,227.68126,4.6914983,0.35578987,0.07548689,0.0012657876,1.0290312,0.2503312,0.005570416,18.143496,0.9728192,0.027457364,53.299305,0.0060586715,0.00036724083,0.11789488,0.10051189,0.26610595,0.019332726,0.5332073,0.7550618,0.24503578,-0.015074904,-0.13850458,0.021712719,2.025779,0.008263335,4.028868,0.09813362,1.2814231,709.31506,271.8049,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1413,5.5073133,2.5972018,7.905626,62.16176,0.65074825,1.1671305,0.90315306,1.9914979,0.7167819,0.24681865,0.032255452,0.14856562,0.48842704,172.32169,4.5318403,0.41422218,0.13036549,0.004955357,1.3248786,0.30654183,0.04401169,17.74978,1.0087297,0.023295602,49.796852,0.002911641,0.0065833605,0.09295283,0.46504918,0.20567435,0.03012032,0.7142677,0.59971875,0.16609602,0.0026281674,0.11072101,0.036057416,0.36892256,0.005390095,2.3269453,0.09750736,0.58261657,540.57684,284.08722,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1414,5.4461875,3.4534056,6.472922,168.37941,0.5396553,1.2029296,0.87629896,1.8916079,0.21748628,0.36473748,0.03839596,0.1082266,0.10990484,255.40033,5.2740335,0.49093097,0.1453913,0.005605121,0.8810262,0.13105725,0.031324632,17.522667,0.8667318,0.026640916,41.723106,0.0030707566,0.0015007544,0.10815623,0.36408785,0.11665413,0.025377853,0.6805814,1.2511607,0.38518003,-0.013811587,-0.22107416,0.09354372,1.5116222,0.024617353,1.4593334,0.1391238,0.34740224,598.65826,285.99237,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1415,4.878545,2.9591348,5.3971405,243.05614,0.56743646,0.99171853,0.92810416,2.2141275,0.32924297,0.39852273,0.041064654,0.02032627,0.34451213,176.9611,6.7924204,0.3582216,0.068844505,0.0062870444,1.324606,0.30679187,0.026581425,17.826794,1.0140007,0.023060244,41.994022,0.0029635702,0.00061847677,0.1068301,0.6722908,0.51737124,0.017260358,0.9296294,1.3665464,0.3814033,-0.0040874183,-0.06894406,0.082117096,1.3566357,0.032245878,2.0633368,0.12403168,2.2393448,467.425,276.44678,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1416,5.071678,2.8272073,7.7757154,74.1974,0.4801521,1.827091,0.8935649,1.9528804,0.26255864,0.34863046,0.0314839,0.09957121,0.32831687,96.020485,5.119495,0.29286018,0.09556241,0.00045992172,0.9602802,0.26542488,0.013918595,17.45948,0.83798254,0.051541913,49.36143,0.011096831,0.0052807536,0.12504251,0.27694348,0.29074067,0.033465452,0.35996482,0.82412714,0.57834005,0.024322934,-0.10933005,0.08517939,0.32603034,0.010293245,4.2749057,0.18993379,0.7644901,418.5644,281.18854,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1417,6.0173073,4.2660832,8.930726,76.902145,0.7880621,1.1260014,0.8970637,1.7474375,0.72754693,0.29881132,0.019515345,0.07979396,0.43282044,198.42575,5.411956,0.42554125,0.07976927,0.0061069536,0.96558976,0.23101678,0.014835082,18.213858,0.83127284,0.054349672,43.46152,0.0033322817,0.002111403,0.10327072,0.12768286,0.21390146,0.021206997,0.8028572,1.2098715,0.12290862,0.026555879,-0.08708081,0.0083198175,0.77848387,0.08901837,3.469668,0.1390337,0.121790916,364.58038,279.46265,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1418,4.9570646,3.2054193,9.011746,186.32443,0.50774896,2.0030346,0.8914997,1.5074335,0.3693612,0.32310063,0.02814534,0.031372298,0.28770357,256.97287,4.537995,0.34696874,-0.053544663,0.0077605974,0.9225812,0.123420164,-0.027370628,18.27019,0.9377528,0.046944413,50.722034,0.005591017,0.00553658,0.090525076,0.31711632,0.29481104,0.028059535,0.59013456,0.81578183,0.41313654,0.012650381,0.014984248,-0.046059128,0.72182786,0.03732493,1.191394,0.07824007,0.4769203,773.39886,278.39835,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1419,5.225459,3.1909947,8.155958,138.02782,0.80355626,1.9690354,0.92233825,1.6898224,0.20022877,0.34744424,0.05393727,0.04391242,0.40010408,165.91272,4.055786,0.28514326,0.077199295,0.00015326076,0.73056453,0.23425409,-0.048719544,17.783102,1.0845401,0.042543888,43.54859,0.004507437,0.0045741424,0.11198791,0.28714934,0.18961136,0.03180518,0.56250316,1.3367156,0.38697442,-0.024864169,-0.09330933,0.00039775853,0.63854337,0.14488968,3.8066266,0.15261436,0.8554385,555.8741,282.87106,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1420,5.7450914,2.7044373,8.364969,146.71999,0.74947685,1.0691442,0.9136705,1.799936,0.18822563,0.33307844,0.027052106,0.038801897,0.465516,168.01768,8.302478,0.49567932,0.10879407,0.007622742,0.90442616,0.19664419,-0.032736167,17.42036,0.7729321,0.05752828,48.83933,0.007841216,0.006821907,0.09278612,0.2583753,0.31240115,0.028111422,0.6299678,0.96465975,0.61022776,-0.034566667,0.09030303,-0.013332748,0.33873978,0.021316906,4.204901,0.15678076,1.8933358,577.56744,282.35306,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1421,5.1948543,3.6229272,7.7481217,95.69273,0.5031664,2.1699817,0.9100443,1.7106656,0.5743324,0.2835419,0.018909592,0.06210852,0.3082729,249.16562,5.3334713,0.5154864,0.051988896,0.0100931935,0.8194967,0.24014865,0.013471057,17.170681,0.9279908,0.039690122,45.95994,0.005046703,0.0011089027,0.09959179,0.1714265,0.5204592,0.018866858,0.8133382,1.4717032,0.3110285,0.016495075,0.1898034,-0.047012154,1.1238948,0.05286428,1.3238463,0.10901656,0.50786,753.28827,281.97473,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1422,4.946557,3.0873868,8.650181,31.2845,0.643561,2.476306,0.9344005,1.8703365,0.47919708,0.35174873,0.034909785,0.04073489,0.27802303,214.68329,3.186358,0.38369069,0.044166833,0.0019054923,1.0693077,0.24687442,0.05078143,18.185396,0.87808335,0.015891772,52.76397,0.0049952418,0.0030038876,0.10007905,0.28708163,0.19221027,0.019073196,0.27490196,0.8095352,0.04866299,-0.030906696,-0.020998454,0.117982864,1.1626238,0.037833884,0.47553107,0.124608144,0.14523114,719.3512,282.3086,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1423,4.5402193,4.1176443,7.3840632,32.09137,0.7067117,2.203236,0.9197162,1.9357729,0.65766543,0.3011529,0.02926227,0.26273006,0.31046832,196.79945,5.323991,0.4384699,0.045801383,0.004463859,0.64950514,0.21623793,0.04990241,17.858637,0.79988116,0.025355887,49.38947,0.0056270724,0.007681713,0.103118315,0.30882075,0.28582436,0.019510554,0.7263275,1.1085733,1.6794416,0.029343357,-0.09422748,0.042150054,1.157583,0.12631407,2.713863,0.107140146,0.19945009,699.1401,275.1793,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1424,4.914896,4.2245674,10.280217,126.874725,0.54098797,1.2815461,0.8985959,1.4344348,0.15011398,0.35324696,0.014213188,0.2755014,0.46608743,147.84543,4.57106,0.59308463,0.081558846,0.004459621,0.5957157,0.24454713,0.023948064,18.302502,0.7974902,0.038433086,47.012955,0.0052683535,0.001989225,0.09746624,0.428761,0.31576586,0.03284092,0.24120401,0.7755987,0.20762756,-0.0018277066,-0.12377997,0.09527852,1.11732,0.04771267,1.6183364,0.087309755,0.6076867,598.1017,277.87637,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1425,5.554007,4.178256,6.104717,63.692165,0.5937305,1.207978,0.9029731,2.0757475,0.32736582,0.40045133,0.047952354,0.049980797,0.11881995,291.4328,4.4906917,0.3520593,0.1630946,0.00789849,0.54195446,0.2768661,0.060146123,17.777946,0.95765096,0.03875125,45.149616,0.0034885744,0.0029440538,0.108359374,0.071803145,0.06727422,0.036672603,0.8366177,1.2407761,0.07503738,0.0062895296,0.0069450983,0.12376975,1.4881322,0.102862,0.9109056,0.12578955,0.5531809,685.7574,283.32013,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1426,4.8469806,4.170495,9.47772,68.00896,0.4749595,1.5809985,0.92141235,1.718824,0.27564046,0.29958406,0.04885784,0.38855746,0.31839973,277.57724,4.067127,0.27907684,0.03180605,0.0024251533,0.7660402,0.32926866,0.0010860516,17.274038,0.8019058,0.057289224,44.324417,0.010218052,0.00073281454,0.11968135,0.34022424,0.27995464,0.023084952,0.601027,1.125414,0.03693937,0.018264785,-0.081559725,-0.09710608,0.7366328,0.008962004,4.465549,0.15782893,0.24920054,575.5015,277.2067,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1427,6.035384,2.7233875,8.087806,55.20591,0.51688176,1.7043147,0.92105633,2.0926354,0.4165477,0.36419496,0.012966865,0.045824543,0.34696847,176.21352,5.0407705,0.5042967,0.1819959,0.007426853,0.73815054,0.15577058,0.018927813,17.418806,0.8830677,0.025458528,49.897465,0.0036429327,0.0039640116,0.10249571,0.2259831,0.11887437,0.025351545,0.64209735,1.0249732,0.08695152,-0.033778578,0.12183362,0.031533718,0.59680265,0.023052117,0.850156,0.14658529,0.95874906,671.8306,277.06485,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1428,5.8318353,3.3906574,8.015556,88.505554,0.9870746,1.4658446,0.91645604,1.6381419,0.49622616,0.36456612,0.011405851,0.02969436,0.39687148,225.02293,6.3762,0.45874608,0.18646993,0.002708623,0.89165425,0.21605366,-0.002770509,17.60252,0.9049658,0.029994912,46.400833,0.006424519,0.004540614,0.11345338,0.33347228,0.27856988,0.030123489,0.7455127,1.1987998,0.056642663,-0.022416264,-0.036416847,0.19960645,1.2459471,0.04256371,0.5567455,0.14589795,1.4336659,904.14087,279.50674,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1429,5.387494,4.3300185,8.928021,65.19198,0.53260684,1.5177193,0.8712163,1.3975706,0.32814455,0.37811112,0.024931688,0.04476074,0.27264068,209.47005,4.953067,0.32775348,0.10526649,0.005346575,0.9579929,0.14891408,0.037533242,18.24141,0.8855315,0.052030034,51.980583,0.005003624,0.0095283305,0.119861245,0.3605394,0.19200237,0.04014616,0.85346,1.11035,0.12957127,-0.021377597,-0.29912,-0.08220067,0.7472326,0.008516985,2.4278903,0.04856805,1.3531585,652.20636,275.5979,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1430,6.2657914,3.641695,7.7608614,87.49418,0.59692746,1.2080221,0.90992576,1.3864012,0.3331602,0.33103415,0.024323134,0.22044262,0.57662994,226.14452,4.7302814,0.40436274,0.005644919,0.0056514964,1.4737948,0.21361862,-0.02650077,17.9449,0.9083396,0.017179184,49.003338,0.003769718,0.0015464845,0.1151698,0.33087957,0.4361512,0.021892957,0.4342622,1.1685175,1.3033943,-0.010816786,-0.015354039,0.14060254,0.6938177,0.022876365,1.1536764,0.14500579,0.17344159,628.64355,285.21237,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1431,6.1251974,3.3765838,7.894618,55.748657,0.79716676,1.146472,0.91149217,1.726224,0.57415617,0.31485903,0.0068511185,0.26211238,0.008076394,246.34056,6.800574,0.56837183,0.12736249,0.0035431266,1.147282,0.0899665,0.031868283,18.710743,0.9673194,0.035720684,45.874226,0.008086752,0.0023495585,0.111245245,0.5847484,0.38814113,0.016094554,0.85925347,0.8426969,0.86525816,0.034657,0.16406955,-0.028544879,1.0843692,0.034169354,1.039395,0.09822099,0.29941738,354.23376,276.45163,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1432,5.1016407,2.710602,8.191178,50.198097,0.6458689,1.0637952,0.88750094,1.5847833,0.5261778,0.35616148,0.021908686,0.042095315,0.5115997,130.38959,5.8170495,0.38419983,0.091332264,0.003671205,0.67051065,0.34429953,-6.252282e-05,17.661333,1.0146581,0.071878776,52.45659,0.0021953278,0.014349461,0.103915796,0.2937689,0.16296542,0.033360165,0.4592363,0.7593647,0.09691781,-0.0060618888,-0.08043907,0.015636386,1.0663795,0.016268013,0.6041593,0.13648063,0.7371882,476.25024,268.85004,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1433,4.5722294,3.9677346,7.354419,60.450867,0.6850319,1.4157774,0.9035601,1.5950564,0.4208059,0.44923514,0.021027548,0.018335583,0.43887913,251.33635,3.590729,0.32726535,0.046368454,0.0036308565,1.0860863,0.08754957,0.035389863,18.155981,0.8215029,0.024639672,44.66797,0.006723784,0.0005794518,0.10219245,0.45477572,0.17131828,0.024974808,0.55598253,0.7597416,0.034492865,0.023607858,-0.09119308,0.060585655,1.6028469,0.007846255,4.3165374,0.16137998,0.0420301,631.2572,275.34592,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1434,5.389165,2.3962483,8.324522,250.85701,0.46376383,1.3460568,0.9294815,1.9421737,0.4304731,0.3050542,0.037504762,0.06813655,0.18570599,267.27994,4.940757,0.46646655,0.15048103,0.0022548274,1.3722945,0.11391781,0.062393393,17.324734,0.8209979,0.03418597,45.442825,0.007755568,0.00287849,0.1114611,0.16838758,0.25045145,0.019344045,0.89637524,1.2471511,0.08519148,-0.019834965,-0.054095875,-0.0049086846,0.45261365,0.05626876,1.6625262,0.17956272,0.12043001,711.4026,281.22626,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1435,5.477307,3.4212942,7.369294,120.121414,0.67064875,1.7059637,0.90238816,1.9491401,0.15844603,0.39167926,0.016212292,0.053396255,0.3544063,215.81955,5.081168,0.5723263,0.25286183,0.002073664,1.2592747,0.14771205,0.043838013,17.550137,0.8971957,0.036476284,44.994328,0.0026835948,0.0018538296,0.11190382,0.36560047,0.37913027,0.016718071,0.8831707,1.353253,0.33091918,-0.036780987,-0.16559249,0.026296878,1.3116561,0.036289774,1.2533134,0.1428635,0.33425012,648.2722,276.81808,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1436,5.209614,2.5125089,7.8102036,104.048325,0.861102,1.0660671,0.8973958,1.5378402,0.21002145,0.33231193,0.030228363,0.12682816,0.2143134,92.634766,7.8059382,0.4927341,0.09390057,0.0031594392,0.9712574,0.32024658,-1.479593e-05,18.67074,0.9011128,0.049733523,50.443943,0.0027207653,0.00052489556,0.114207186,0.14509419,0.08327907,0.029533558,0.52499837,1.4351213,0.13692911,-0.019559259,-0.19227691,0.009732081,0.7232978,0.03386226,5.0706363,0.15357292,0.68153536,541.3685,280.32846,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1437,5.8804836,3.9401445,8.254615,156.63272,0.7985172,1.8349298,0.8972383,2.0524673,0.6289403,0.29156482,0.0448304,0.17752329,0.21331345,266.14648,5.411591,0.34149462,0.09230764,-0.0013996429,0.74009895,0.25433382,0.035980728,18.405827,0.9466169,0.01589067,52.394222,0.005040825,0.0055322237,0.11420981,0.5240797,0.7183598,0.014400322,0.3532953,0.9441836,0.17192926,-0.0046713334,-0.09758012,0.07923486,0.76677316,0.006556784,0.2993657,0.14127673,0.5674006,504.68588,279.77982,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1438,5.296619,3.2881415,9.52983,96.93326,0.60861814,1.6984864,0.91935825,1.5542078,0.29431292,0.39695588,0.016975898,0.09277144,0.5851038,130.73483,3.2112947,0.33151695,-0.021563187,0.0014370452,1.1397115,0.1666697,-0.0008149639,17.743616,0.8888193,0.016072651,41.611946,0.004443119,0.004781412,0.10326239,0.44021076,0.23775382,0.016353898,0.24650334,0.6649062,0.40165952,0.005815093,-0.10200739,-0.006503068,0.705997,0.022363443,6.8833647,0.07512707,1.3749764,549.25604,278.21426,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
1439,4.78941,3.4580781,9.513746,69.21985,0.6616215,2.1564538,0.8928663,2.1817577,0.098401695,0.43082532,0.007943479,0.024743225,0.57139736,47.37958,7.947655,0.34723476,-0.031400476,0.0030382574,0.8220317,0.15638514,0.04284018,18.415817,0.82623875,0.02000604,43.01975,0.0061613903,0.0059577087,0.09714584,0.18982685,0.12823237,0.020094603,0.62574124,1.3022428,0.7468424,-0.027910098,-0.14274365,0.10060452,0.9299934,0.0114881275,1.1111331,0.11594475,0.19332516,744.3575,278.10785,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
